City_ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
292,egvekinot,92,RU,1533595142,72,66.32,-179.17,284.34,0.97
293,imbituba,0,BR,1533592800,87,-28.24,-48.67,286.15,1.5
294,vardo,40,US,1533593700,62,39.62,-77.74,307.15,1.17
295,kruisfontein,0,ZA,1533594950,83,-34.0,24.73,285.89,7.27
296,senanga,0,ZM,1533595143,60,-16.1,23.3,288.19,1.97
297,suntar,8,RU,1533595143,77,62.16,117.65,289.79,1.67
298,alvaraes,75,BR,1533592800,88,-3.22,-64.8,299.15,1.17
299,minbu,88,MM,1533595143,100,20.18,94.88,297.29,4.27
300,pevek,24,RU,1533594888,100,69.7,170.27,278.04,3.82
301,jumla,92,NP,1533595143,94,29.28,82.18,276.94,1.17
302,mitu,0,IR,1533595144,66,36.2,46.09,286.54,0.62
303,anuradhapura,24,LK,1533595144,77,8.34,80.41,298.79,8.42
304,bria,80,CF,1533595144,85,6.54,21.99,295.79,0.97
305,fukue,75,JP,1533593100,83,35.03,136.69,300.15,5.1
306,fuerte olimpo,56,BR,1533595144,86,-21.04,-57.87,292.64,2.02
307,qasigiannguit,75,GL,1533592200,65,68.82,-51.19,281.15,1.0
308,plerin,0,FR,1533594600,93,48.54,-2.78,291.15,1.5
309,kodinsk,64,RU,1533594912,68,58.6,99.18,285.59,1.32
310,malm,0,NO,1533594000,87,64.07,11.22,283.15,3.6
311,axim,20,GH,1533594949,100,4.87,-2.24,297.94,5.37
312,mount gambier,88,AU,1533595145,87,-37.83,140.78,282.79,3.22
313,paamiut,0,GL,1533595145,88,61.99,-49.67,280.19,7.92
314,siuna,80,NI,1533595145,88,13.73,-84.78,298.29,1.67
315,fairbanks,90,US,1533592680,87,64.84,-147.72,287.15,4.1
316,evensk,100,RU,1533595146,100,61.92,159.24,283.94,2.57
317,leningradskiy,64,RU,1533594916,100,69.38,178.42,274.84,4.37
318,antofagasta,90,CL,1533592800,76,-23.65,-70.4,287.15,3.6
319,lazaro cardenas,40,MX,1533591840,25,28.39,-105.62,305.15,7.7
320,coihaique,40,CL,1533592800,81,-45.58,-72.07,280.15,2.1
321,ocampo,88,PH,1533595147,91,13.56,123.37,300.64,6.17
322,yulara,0,AU,1533592800,74,-25.24,130.99,272.15,1.5
323,saint anthony,1,US,1533592560,14,43.97,-111.68,302.15,2.1
324,karaton,20,ID,1533594600,69,-6.34,106.1,299.15,1.5
325,slavyanka,92,RU,1533595147,100,42.86,131.39,294.34,6.92
326,edea,75,CM,1533592800,94,3.8,10.13,297.15,1.0
327,inirida,36,CO,1533595148,94,3.87,-67.92,296.49,0.57
328,porosozero,76,RU,1533595148,98,62.72,32.71,285.24,3.72
329,nassau,0,DE,1533594000,40,51.17,13.51,294.15,2.1
330,puerto del rosario,20,ES,1533592800,83,28.5,-13.86,297.15,7.2
331,pedernales,56,EC,1533595148,88,0.07,-80.05,296.94,1.77
332,ikongo,0,MG,1533595149,84,-21.88,47.44,283.49,1.42
333,baherden,0,TM,1533595149,53,38.44,57.43,296.44,1.42
334,juneau,90,US,1533592560,93,58.3,-134.42,291.15,1.5
335,bisira,56,PA,1533595149,90,8.52,-81.71,296.34,0.72
336,port-gentil,75,GA,1533592800,88,-0.72,8.78,297.15,3.6
337,epe,0,DE,1533594000,63,52.18,7.04,292.15,1.0
338,villa guerrero,92,MX,1533595150,92,21.98,-103.59,290.94,1.17
339,noumea,0,NC,1533592800,68,-22.28,166.46,292.15,1.42
340,ancud,80,CL,1533595150,97,-41.87,-73.83,280.19,2.82
341,witu,44,KE,1533595150,83,-2.39,40.44,295.84,3.52
342,ternate,75,PH,1533592800,100,14.29,120.72,299.15,0.5
343,okhotsk,68,RU,1533595154,100,59.36,143.24,287.09,4.32
344,havre-saint-pierre,75,CA,1533592800,93,50.23,-63.6,292.15,3.6
345,ambilobe,0,MG,1533595154,86,-13.19,49.05,289.54,2.27
346,puerto colombia,40,CO,1533592800,79,10.99,-74.96,303.15,6.2
347,awbari,36,LY,1533595045,14,26.59,12.77,304.79,3.42
348,kjollefjord,92,NO,1533595155,100,70.95,27.35,281.44,8.17
349,bathsheba,20,BB,1533592800,78,13.22,-59.52,301.15,7.7
350,vanimo,88,PG,1533595155,100,-2.67,141.3,300.94,4.97
351,cacule,0,BR,1533595156,59,-14.5,-42.22,296.59,5.07
352,santiago,90,CL,1533592800,47,-33.44,-70.65,288.15,0.92
353,bima,12,ID,1533595156,88,-8.45,118.73,297.09,1.87
354,bambanglipuro,0,ID,1533595156,91,-7.95,110.28,292.04,1.07
355,anadyr,75,RU,1533592800,76,64.73,177.51,287.15,2.0
356,aksu,75,KZ,1533592800,67,52.04,76.93,289.15,1.0
357,shakawe,0,BW,1533595157,53,-18.36,21.84,289.19,1.32
358,sindor,68,RU,1533595157,97,62.87,51.9,288.29,3.22
359,marshfield,1,US,1533593700,52,42.09,-70.71,307.15,2.1
360,tasiilaq,20,GL,1533592200,70,65.61,-37.64,280.15,9.3
361,makakilo city,40,US,1533592620,43,21.35,-158.09,305.15,5.1
362,belmonte,0,PT,1533595158,69,40.36,-7.35,292.34,1.12
363,chicama,90,PE,1533592800,82,-7.84,-79.15,291.15,4.1
364,aruppukkottai,20,IN,1533589200,54,9.51,78.1,302.15,2.1
365,pochutla,90,MX,1533591660,70,15.74,-96.47,302.15,2.77
366,palamos,20,ES,1533592800,94,41.85,3.13,298.15,2.6
367,george town,75,MY,1533592800,94,5.42,100.33,300.15,0.5
368,bestobe,92,KZ,1533595159,90,52.5,73.1,290.99,4.87
369,hals,8,AT,1533594000,56,48.59,13.46,296.15,1.5
370,cortez,1,US,1533592380,6,37.35,-108.58,308.15,5.7
371,jabinyanah,20,TN,1533592800,83,35.03,10.91,298.15,3.1
372,scarborough,88,GB,1533592200,82,54.28,-0.41,291.15,1.5
373,isangel,0,VU,1533595160,100,-19.55,169.27,295.39,4.97
374,taltal,0,CL,1533595161,95,-25.41,-70.49,285.44,1.12
375,yanam,92,IN,1533595161,85,16.73,82.22,298.94,7.27
376,cardston,1,CA,1533592800,22,49.2,-113.32,305.15,9.8
377,port lincoln,76,AU,1533595161,93,-34.72,135.86,286.69,8.37
378,hasaki,75,JP,1533592800,94,35.73,140.83,296.15,7.2
379,koulamoutou,92,GA,1533595161,100,-1.13,12.47,293.29,1.07
380,mayumba,92,GA,1533595162,96,-3.44,10.65,293.94,1.72
381,areosa,75,PT,1533594600,88,41.72,-8.86,292.15,5.82
382,nyurba,0,RU,1533595033,73,63.29,118.35,289.84,1.67
383,angoram,20,PG,1533595162,87,-4.06,144.07,299.64,1.22
384,matamoros,1,US,1533592380,49,25.87,-97.51,307.15,6.2
385,tiznit,0,MA,1533595162,91,29.7,-9.73,294.24,1.42
386,malanje,0,AO,1533595163,92,-9.54,16.35,289.34,2.07
387,cutervo,76,PE,1533595163,72,-6.38,-78.82,286.59,0.87
388,high prairie,88,CA,1533595163,47,55.43,-116.48,296.04,4.92
389,bayshore gardens,75,US,1533593700,74,27.43,-82.59,305.15,7.7
390,fare,0,PF,1533595163,96,-16.7,-151.02,300.19,5.42
391,san quintin,20,PH,1533592800,94,17.54,120.52,298.15,1.0
392,pucallpa,75,PE,1533592800,94,-8.38,-74.54,295.15,4.6
393,talnakh,12,RU,1533595164,88,69.49,88.39,281.84,2.52
394,singleton,0,AU,1533592800,50,-32.57,151.17,285.15,11.3
395,chumikan,0,RU,1533595164,74,54.72,135.31,289.09,1.27
396,oranjestad,20,AW,1533592800,70,12.52,-70.03,303.15,11.3
397,muroto,20,JP,1533592800,74,33.37,134.14,302.15,1.5
398,zhigansk,0,RU,1533595165,65,66.77,123.37,289.74,1.52
399,yuxia,76,CN,1533592800,78,34.06,108.63,300.15,2.0
400,broome,0,GB,1533594000,68,52.47,1.45,295.15,2.6
401,brigantine,1,US,1533592560,62,39.41,-74.36,306.15,5.1
402,halifax,75,CA,1533592800,65,44.65,-63.58,301.15,4.1
403,avera,1,US,1533592500,78,33.19,-82.53,308.15,2.1
404,tarko-sale,76,RU,1533594888,88,64.92,77.78,283.84,5.27
405,alta gracia,0,AR,1533592800,42,-31.66,-64.43,292.15,6.7
406,shubarshi,12,KZ,1533595166,66,48.59,57.19,293.29,2.32
407,iaciara,0,BR,1533595166,46,-14.1,-46.63,298.49,3.12
408,zonguldak,0,TR,1533595168,91,41.25,31.83,293.44,0.97
409,kualakapuas,8,ID,1533589200,94,-3.01,114.39,296.15,1.0
410,rio verde de mato grosso,80,BR,1533595170,94,-18.92,-54.84,290.34,1.32
411,contai,68,IN,1533595170,100,21.78,87.75,299.19,1.77
412,hamilton,75,CA,1533592800,83,43.26,-79.87,301.15,3.6
413,emerald,56,AU,1533595171,27,-23.53,148.16,290.34,5.12
414,la rioja,0,AR,1533595171,74,-29.41,-66.86,286.14,2.97
415,dongsheng,0,CN,1533595171,81,29.72,112.52,302.19,2.97
416,waingapu,0,ID,1533595172,80,-9.65,120.26,296.49,3.27
417,taoudenni,8,ML,1533595172,23,22.68,-3.98,305.64,3.12
418,batesville,20,US,1533592560,69,35.77,-91.64,304.15,4.1
419,fremont,1,US,1533592800,32,37.55,-121.99,310.15,6.7
420,ponnani,75,IN,1533592800,83,10.77,75.93,297.15,2.1
421,christchurch,0,NZ,1533594600,93,-43.53,172.64,282.15,5.7
422,sharanga,8,RU,1533595173,81,57.18,46.54,288.99,3.22
423,havoysund,75,NO,1533594000,81,71.0,24.66,281.15,4.1
424,cootamundra,92,AU,1533595173,98,-34.64,148.03,279.19,6.82
425,panlaitan,92,PH,1533595173,100,12.12,119.85,299.59,9.97
426,linjiang,92,CN,1533595173,92,41.81,126.91,295.69,2.32
427,swinoujscie,0,PL,1533594600,68,53.91,14.25,291.15,3.1
428,suicheng,0,CN,1533595174,87,33.9,117.93,303.34,2.57
429,grindavik,20,IS,1533592800,76,63.84,-22.43,283.15,9.8
430,porto novo,75,BR,1533592800,93,-23.68,-45.44,288.15,1.0
431,salo,0,FI,1533594000,71,60.38,23.13,287.15,2.1
432,gazojak,0,TM,1533595174,71,41.19,61.4,296.49,3.77
433,juegang,0,CN,1533595175,94,32.31,121.18,302.44,4.02
434,kamuli,64,UG,1533595175,98,0.94,33.12,291.79,1.37
435,vigeland,20,NO,1533594000,100,58.46,8.52,288.15,2.1
436,vao,88,EE,1533595175,64,59.1,26.19,289.84,4.67
437,muisne,68,EC,1533595176,77,0.61,-80.02,298.79,2.22
438,rodrigues alves,90,BR,1533592800,83,-7.74,-72.65,296.15,2.1
439,iskateley,0,RU,1533595176,96,67.68,53.15,279.94,2.52
440,duncan,40,US,1533593700,32,34.5,-97.96,311.15,7.2
441,kavaratti,76,IN,1533594983,99,10.57,72.64,300.69,10.67
442,lasa,40,CY,1533594600,83,34.92,32.53,300.15,2.1
443,shieli,0,KZ,1533595177,85,44.18,66.74,292.29,2.97
444,najran,40,SA,1533592800,23,17.54,44.22,304.15,1.97
445,bartica,75,GY,1533592800,100,6.41,-58.62,297.15,3.1
446,camaqua,0,BR,1533595177,93,-30.85,-51.81,282.59,2.52
447,drayton valley,44,CA,1533595177,49,53.22,-114.98,298.84,3.77
448,miraflores,12,CO,1533595178,79,5.2,-73.14,285.34,0.87
449,ongandjera,24,NA,1533595178,40,-17.88,15.07,289.39,4.32
450,urdoma,88,RU,1533595178,97,61.74,48.55,288.04,2.62
451,chifeng,88,CN,1533595178,100,42.27,118.96,290.94,1.62
452,seguela,48,CI,1533595178,81,7.96,-6.67,297.29,3.72
453,khao wong,8,TH,1533595179,97,16.69,104.09,297.29,2.07
454,anjangaon,92,IN,1533595179,97,21.16,77.31,296.09,4.22
455,jambi,48,ID,1533595179,79,-1.6,103.62,297.54,2.12
456,kununurra,0,AU,1533592800,14,-15.77,128.74,291.15,2.6
457,bethel,90,US,1533592380,93,60.79,-161.76,287.15,4.6
458,naze,75,NG,1533592800,94,5.43,7.07,297.15,2.6
459,ostrovnoy,36,RU,1533595019,86,68.05,39.51,280.79,4.82
460,villa maria,75,CO,1533592800,42,4.5,-74.09,303.15,4.1
461,dickinson,75,US,1533593940,41,46.88,-102.79,299.15,5.1
462,tauramena,36,CO,1533595180,98,5.01,-72.75,297.49,0.87
463,kamra,90,PK,1533589200,100,33.86,72.39,298.15,3.32
464,moultonborough,1,US,1533593700,55,43.76,-71.4,306.15,2.07
465,luderitz,0,NA,1533595181,88,-26.65,15.16,283.24,3.37
466,pitkyaranta,0,RU,1533595181,88,61.57,31.48,285.84,5.62
467,aleksandrovsk-sakhalinskiy,44,RU,1533595181,76,50.9,142.16,292.04,6.77
468,yavatmal,92,IN,1533595181,94,20.39,78.13,296.39,5.22
469,hobyo,20,SO,1533595181,82,5.35,48.53,296.64,7.92
470,rodnykove,0,UA,1533595181,90,47.68,37.95,291.84,1.22
471,whitianga,24,NZ,1533595182,100,-36.83,175.7,287.44,1.37
472,port blair,76,IN,1533594952,100,11.67,92.75,300.34,11.97
473,bubaque,20,GW,1533592800,88,11.28,-15.83,299.15,2.1
474,aasiaat,88,GL,1533595182,83,68.71,-52.87,281.54,3.82
475,sungaipenuh,48,ID,1533595182,96,-2.08,101.38,291.39,0.67
476,henties bay,0,NA,1533595182,100,-22.12,14.28,285.19,3.92
477,san andres,80,PH,1533595183,100,13.32,122.68,299.69,12.42
478,bianzhuang,92,CN,1533595186,100,39.44,112.12,293.34,1.62
479,salta,0,AR,1533592800,39,-24.79,-65.41,291.15,4.1
480,vila,75,IT,1533594000,88,45.18,8.4,297.15,6.7
481,nabire,32,ID,1533595187,87,-3.36,135.5,296.74,0.62
482,weatherford,40,US,1533593700,25,32.76,-97.8,311.15,5.1
483,kahului,40,US,1533593340,52,20.89,-156.47,304.15,9.8
484,codrington,0,AU,1533594994,62,-28.95,153.24,287.84,1.67
485,slonim,0,BY,1533595187,79,53.09,25.32,289.59,3.52
486,deer lake,75,CA,1533592800,73,49.18,-57.43,297.15,4.1
487,gat,40,SN,1533592800,74,14.69,-16.54,301.15,3.1
488,mugur-aksy,76,RU,1533595188,94,50.38,90.44,278.49,0.97
489,kohat,76,PK,1533595188,97,33.6,71.44,295.69,1.07
490,roebourne,0,AU,1533595188,26,-20.77,117.15,285.79,6.12
491,puerto el triunfo,20,SV,1533592200,62,13.27,-88.55,305.15,3.1
492,lagunillas,40,VE,1533592800,66,8.5,-71.39,306.15,0.52
493,pandan,88,PH,1533595189,100,11.72,122.09,299.34,12.32
494,poum,0,MK,1533595189,89,41.28,20.71,286.29,0.67
495,takoradi,20,GH,1533595189,100,4.89,-1.75,297.34,4.57
496,sao francisco do sul,75,BR,1533592800,87,-26.24,-48.64,289.15,2.1
497,tigil,48,RU,1533595190,79,57.8,158.67,290.34,2.07
498,mokobeng,0,BW,1533595190,65,-23.0,27.67,287.79,2.72
499,parchim,75,DE,1533594000,63,53.43,11.85,292.15,1.0
500,alvorada,0,BR,1533592800,76,-30.0,-51.08,287.15,3.1
501,phek,32,IN,1533595190,86,25.7,94.46,294.44,1.32
502,pokhara,80,NP,1533595191,75,28.21,83.99,289.79,1.67
503,harper,75,US,1533593700,31,30.3,-99.24,309.15,2.1
504,astoria,1,US,1533592500,77,46.19,-123.83,293.15,3.6
505,caravelas,88,BR,1533595191,100,-17.73,-39.27,297.54,5.67
506,nome,1,US,1533593700,70,30.04,-94.42,304.15,2.62
507,dunmore town,8,BS,1533595192,100,25.5,-76.65,301.69,5.77
508,finnsnes,75,NO,1533594000,66,69.23,17.98,283.15,1.5
509,zhuanghe,36,CN,1533595192,94,39.7,122.97,302.09,4.37
510,boyuibe,0,BO,1533592800,63,-20.43,-63.28,292.15,5.1
511,san jose,92,PH,1533595192,100,15.79,120.99,295.64,1.07
512,college,90,US,1533592680,87,64.86,-147.8,287.15,4.1
513,saint-joseph,0,FR,1533594600,73,43.56,6.97,300.15,1.5
514,chimbote,0,PE,1533595052,91,-9.08,-78.59,290.09,3.77
515,skibbereen,75,IE,1533592800,87,51.55,-9.27,288.15,3.6
516,ayan,0,TR,1533595193,87,40.67,33.6,284.64,1.17
517,nuevo ideal,92,MX,1533595082,60,24.89,-105.07,292.94,3.42
518,pravia,75,ES,1533592800,100,43.49,-6.11,292.15,7.2
519,lagoa,0,PT,1533592800,69,37.14,-8.45,298.15,2.6
520,husavik,0,CA,1533595193,85,50.56,-96.99,292.84,1.92
521,pangkalanbuun,20,ID,1533595194,91,-2.68,111.62,297.04,2.92
522,bukachacha,92,RU,1533595194,98,52.99,116.91,289.29,1.52
523,vestmannaeyjar,75,IS,1533592800,100,63.44,-20.27,283.15,1.0
524,shepsi,12,RU,1533595194,93,44.04,39.15,300.99,3.32
525,yangmei,40,TW,1533592800,83,24.91,121.15,302.15,2.1
526,kolosovka,64,RU,1533595195,68,56.47,73.61,287.24,5.07
527,strelka,36,RU,1533595195,91,58.08,93.03,283.84,1.22
528,kuytun,92,RU,1533595195,94,54.34,101.51,283.94,1.52
529,baykit,36,RU,1533595195,89,61.68,96.39,280.99,1.77
530,gobabis,0,NA,1533595195,48,-22.45,18.97,284.84,4.32
531,fort saint james,64,CA,1533595196,33,54.43,-124.25,296.84,4.22
532,baghdogra,44,IN,1533595196,94,25.86,87.82,297.99,1.32
533,ayagoz,20,KZ,1533595196,37,47.96,80.43,290.49,3.92
534,soyo,24,AO,1533595196,98,-6.13,12.37,291.74,1.67
535,pirovskoye,24,RU,1533595196,86,57.63,92.27,282.99,1.17
536,stralsund,75,DE,1533594000,63,54.31,13.08,292.15,1.0
537,shizunai,0,JP,1533595197,87,42.33,142.37,292.04,0.87
538,contamana,92,PE,1533595197,84,-7.35,-75.01,298.29,1.07
539,thunder bay,90,CA,1533592800,68,48.41,-89.26,293.15,3.6
540,araouane,64,ML,1533595197,58,18.9,-3.53,301.09,3.27
541,folldal,0,NO,1533595197,86,62.14,10.0,275.84,1.07
542,mapastepec,20,MX,1533595198,91,15.44,-92.9,298.54,1.07
543,stephenville,1,US,1533593700,26,32.22,-98.2,311.15,4.77
544,jaranwala,36,PK,1533595198,89,31.33,73.42,300.44,1.52
545,campos altos,64,BR,1533595198,97,-19.7,-46.17,288.74,1.97
546,tuatapere,92,NZ,1533595198,100,-46.13,167.69,281.29,5.12
547,port victoria,92,AU,1533595198,93,-34.5,137.49,285.39,7.97
548,flinders,20,AU,1533594600,50,-34.58,150.85,284.15,9.3
549,kupang,75,ID,1533592800,88,-10.16,123.6,297.15,3.6
550,mezhdurechenskiy,12,RU,1533595202,89,59.59,65.91,286.14,1.92
551,ishigaki,20,JP,1533592800,88,24.34,124.16,300.15,2.1
552,severo-yeniseyskiy,92,RU,1533595203,95,60.37,93.04,282.34,1.32
553,valmiera,24,LV,1533595203,65,57.54,25.42,288.94,3.27
554,yichang,56,CN,1533595203,96,30.77,111.32,299.84,1.67
555,saint-leu,20,RE,1533592800,55,-21.15,55.28,293.15,3.6
556,mountain home,1,US,1533592380,13,43.13,-115.69,306.15,4.1
557,hirara,20,JP,1533592800,88,24.8,125.28,300.15,2.1
558,south lake tahoe,1,US,1533593700,5,38.93,-119.98,306.15,0.67
559,yatou,75,CM,1533592800,94,3.63,9.81,297.15,1.0
560,lumphat,92,KH,1533595204,99,13.5,106.97,295.49,1.22
561,trincomalee,24,LK,1533595204,75,8.58,81.23,299.24,8.87
562,vilyuysk,0,RU,1533595204,78,63.75,121.63,290.44,1.62
563,shingu,88,JP,1533595205,96,33.72,135.99,300.99,5.47
564,sterlibashevo,56,RU,1533595205,77,53.44,55.26,290.94,1.32
565,fereydun kenar,75,IR,1533592800,83,36.69,52.52,301.15,1.0
566,loa janan,0,ID,1533595205,87,-0.58,117.09,299.59,1.32
567,bodden town,40,KY,1533592800,79,19.28,-81.25,303.15,8.2
568,sorland,48,NO,1533595134,100,67.67,12.69,285.39,3.27
569,pizhanka,12,RU,1533595206,85,57.46,48.54,288.54,3.47
570,mvomero,5,TZ,1533592800,93,-6.3,37.45,291.15,1.57
571,sept-iles,90,CA,1533592800,88,50.2,-66.38,292.15,2.1
572,ahuimanu,75,US,1533592620,58,21.44,-157.84,305.15,5.7
573,san antonio,90,CL,1533592800,93,-33.58,-71.61,284.15,2.6
574,vanavara,68,RU,1533595207,62,60.35,102.28,285.54,1.67
575,barranca,20,PE,1533595208,100,-10.75,-77.76,289.29,5.47
576,lamu,80,ID,1533595208,83,0.57,122.3,298.74,2.17
577,ruteng,12,ID,1533595208,96,-8.61,120.46,294.14,1.77
578,broken hill,0,AU,1533594921,69,-31.97,141.45,283.94,5.62
579,sadovoye,0,RU,1533595208,65,47.78,44.52,294.04,1.67
580,linares,92,CL,1533595209,95,-35.85,-71.6,279.04,3.72
581,rutana,8,BI,1533595209,80,-3.93,29.99,287.39,0.87
582,lima,12,PE,1533595058,77,-12.06,-77.04,288.64,0.87
583,storforshei,92,NO,1533595209,97,66.4,14.52,280.09,0.77
584,negombo,20,LK,1533593400,88,7.21,79.83,299.15,4.6
